1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5.5
1, 1.00089, 1.00177, 1.00266, 1.00355, 1.00443, 1.00532, 1.00621, 1.0071, 1.00798, 1.00887, 1.00976, 1.01064, 1.01153, 1.01242, 1.01331, 1.01419, 1.01508, 1.01597, 1.01686, 1.01774, 1.01863, 1.01952, 1.02041, 1.0213, 1.02219, 1.02308, 1.02398, 1.02487, 1.02576, 1.02666, 1.02755, 1.02845, 1.02935, 1.03025, 1.03115, 1.03206, 1.03296, 1.03387, 1.03478, 1.03569, 1.03661, 1.03753, 1.03845, 1.03938, 1.0403, 1.04124, 1.04218, 1.04312, 1.04406, 1.04502, 1.04597, 1.04694, 1.04791, 1.04888, 1.04987, 1.05086, 1.05186, 1.05287, 1.05388, 1.05491, 1.05594, 1.05699, 1.05805, 1.05912, 1.0602, 1.0613, 1.06241, 1.06354, 1.06468, 1.06583, 1.06701, 1.0682, 1.06941, 1.07065, 1.0719, 1.07318, 1.07448, 1.07581, 1.07716, 1.07854, 1.07995, 1.08139, 1.08287, 1.08438, 1.08592, 1.08751, 1.08913, 1.0908, 1.09251, 1.09428, 1.09609, 1.09796, 1.09988, 1.10187, 1.10392, 1.10604, 1.10823, 1.1105, 1.11285, 1.11529, 1.11782, 1.12046, 1.1232, 1.12605, 1.12902, 1.13213, 1.13538, 1.13878, 1.14234, 1.14607, 1.15, 1.15414, 1.15849, 1.16309, 1.16796, 1.17311, 1.17858, 1.1844, 1.1906, 1.19722, 1.20431, 1.21192, 1.22011, 1.22895, 1.23853, 1.24893, 1.26027, 1.27269, 1.28635, 1.30145, 1.31821, 1.33695, 1.35803, 1.38191, 1.4092, 1.44069, 1.47741, 1.52082, 1.57289, 1.63653, 1.71604, 1.81821, 1.95426, 2.14413, 2.42645, 2.8845, 3.72112, 5.5, 10
1, 1.00177, 1.00355, 1.00532, 1.0071, 1.00887, 1.01064, 1.01242, 1.01419, 1.01596, 1.01774, 1.01951, 1.02129, 1.02306, 1.02484, 1.02661, 1.02839, 1.03016, 1.03194, 1.03371, 1.03549, 1.03727, 1.03905, 1.04082, 1.0426, 1.04439, 1.04617, 1.04795, 1.04974, 1.05153, 1.05332, 1.05511, 1.0569, 1.0587, 1.0605, 1.0623, 1.06411, 1.06592, 1.06774, 1.06956, 1.07138, 1.07322, 1.07505, 1.0769, 1.07875, 1.08061, 1.08247, 1.08435, 1.08623, 1.08812, 1.09003, 1.09194, 1.09387, 1.09581, 1.09776, 1.09973, 1.10171, 1.10371, 1.10572, 1.10775, 1.10981, 1.11188, 1.11397, 1.11609, 1.11823, 1.12039, 1.12259, 1.12481, 1.12706, 1.12934, 1.13165, 1.134, 1.13638, 1.13881, 1.14127, 1.14378, 1.14633, 1.14893, 1.15159, 1.15429, 1.15705, 1.15987, 1.16275, 1.1657, 1.16871, 1.1718, 1.17497, 1.17822, 1.18156, 1.18498, 1.1885, 1.19213, 1.19586, 1.19971, 1.20368, 1.20777, 1.21201, 1.21639, 1.22092, 1.22562, 1.23049, 1.23555, 1.24081, 1.24628, 1.25198, 1.25792, 1.26412, 1.2706, 1.27739, 1.2845, 1.29196, 1.2998, 1.30805, 1.31674, 1.32592, 1.33562, 1.3459, 1.35681, 1.36841, 1.38077, 1.39397, 1.40809, 1.42326, 1.43957, 1.45717, 1.47622, 1.49692, 1.51947, 1.54415, 1.57127, 1.60122, 1.63446, 1.67156, 1.71325, 1.76041, 1.8142, 1.87613, 1.94816, 2.03296, 2.13422, 2.25717, 2.40943, 2.60254, 2.8547, 3.1958, 3.67719, 4.39042, 5.5, 7.27887, 10
1, 1.00266, 1.00532, 1.00798, 1.01064, 1.0133, 1.01596, 1.01863, 1.02129, 1.02395, 1.02661, 1.02927, 1.03193, 1.03459, 1.03725, 1.03992, 1.04258, 1.04524, 1.0479, 1.05057, 1.05323, 1.0559, 1.05857, 1.06124, 1.06391, 1.06658, 1.06925, 1.07193, 1.07461, 1.07729, 1.07997, 1.08266, 1.08535, 1.08805, 1.09075, 1.09345, 1.09616, 1.09888, 1.1016, 1.10433, 1.10707, 1.10982, 1.11257, 1.11534, 1.11811, 1.1209, 1.1237, 1.12651, 1.12933, 1.13217, 1.13503, 1.1379, 1.14079, 1.14369, 1.14662, 1.14957, 1.15254, 1.15554, 1.15856, 1.16161, 1.16469, 1.16779, 1.17093, 1.1741, 1.17731, 1.18056, 1.18384, 1.18717, 1.19054, 1.19396, 1.19743, 1.20095, 1.20453, 1.20816, 1.21186, 1.21561, 1.21944, 1.22334, 1.22731, 1.23137, 1.2355, 1.23973, 1.24404, 1.24846, 1.25298, 1.25761, 1.26236, 1.26722, 1.27222, 1.27735, 1.28263, 1.28806, 1.29365, 1.29941, 1.30535, 1.31149, 1.31783, 1.32439, 1.33118, 1.33821, 1.3455, 1.35308, 1.36095, 1.36913, 1.37766, 1.38655, 1.39583, 1.40553, 1.41568, 1.42631, 1.43747, 1.44919, 1.46152, 1.47451, 1.48822, 1.50271, 1.51807, 1.53435, 1.55166, 1.5701, 1.58979, 1.61085, 1.63344, 1.65774, 1.68394, 1.71228, 1.74304, 1.77654, 1.81316, 1.85337, 1.8977, 1.94684, 2.0016, 2.06299, 2.13228, 2.21108, 2.30146, 2.40612, 2.52864, 2.67387, 2.8485, 3.06195, 3.32784, 3.66621, 4.10717, 4.69608, 5.49999, 6.60957, 8.1155, 10
1, 1.00355, 1.0071, 1.01064, 1.01419, 1.01774, 1.02129, 1.02483, 1.02838, 1.03193, 1.03548, 1.03903, 1.04257, 1.04612, 1.04967, 1.05322, 1.05677, 1.06032, 1.06387, 1.06742, 1.07098, 1.07453, 1.07809, 1.08164, 1.0852, 1.08877, 1.09233, 1.0959, 1.09947, 1.10304, 1.10662, 1.11021, 1.11379, 1.11739, 1.12099, 1.12459, 1.12821, 1.13183, 1.13546, 1.1391, 1.14275, 1.14641, 1.15008, 1.15377, 1.15746, 1.16118, 1.16491, 1.16865, 1.17242, 1.1762, 1.18001, 1.18383, 1.18768, 1.19156, 1.19546, 1.19939, 1.20335, 1.20735, 1.21137, 1.21543, 1.21953, 1.22367, 1.22786, 1.23208, 1.23636, 1.24068, 1.24506, 1.24949, 1.25399, 1.25854, 1.26316, 1.26785, 1.27261, 1.27745, 1.28237, 1.28738, 1.29248, 1.29767, 1.30296, 1.30836, 1.31386, 1.31949, 1.32524, 1.33112, 1.33714, 1.3433, 1.34962, 1.3561, 1.36275, 1.36958, 1.3766, 1.38383, 1.39127, 1.39893, 1.40684, 1.415, 1.42344, 1.43216, 1.44119, 1.45054, 1.46024, 1.4703, 1.48077, 1.49165, 1.50298, 1.51479, 1.52712, 1.54, 1.55348, 1.5676, 1.58241, 1.59796, 1.61432, 1.63155, 1.64974, 1.66895, 1.68929, 1.71087, 1.73379, 1.75819, 1.78423, 1.81207, 1.84192, 1.874, 1.90856, 1.94592, 1.98643, 2.03049, 2.07859, 2.13133, 2.18939, 2.2536, 2.325, 2.40482, 2.49464, 2.59638, 2.71252, 2.84623, 3.00162, 3.18413, 3.401, 3.66204, 3.98064, 4.37514, 4.87057, 5.49999, 6.3039, 7.3228, 8.57354, 10
1, 1.00443, 1.00887, 1.0133, 1.01774, 1.02217, 1.02661, 1.03104, 1.03548, 1.03991, 1.04435, 1.04878, 1.05322, 1.05765, 1.06209, 1.06652, 1.07096, 1.0754, 1.07984, 1.08428, 1.08872, 1.09316, 1.09761, 1.10205, 1.1065, 1.11095, 1.11541, 1.11987, 1.12433, 1.1288, 1.13327, 1.13775, 1.14223, 1.14672, 1.15122, 1.15573, 1.16024, 1.16477, 1.16931, 1.17385, 1.17841, 1.18299, 1.18758, 1.19218, 1.1968, 1.20144, 1.2061, 1.21078, 1.21549, 1.22021, 1.22497, 1.22975, 1.23456, 1.2394, 1.24427, 1.24918, 1.25413, 1.25912, 1.26415, 1.26922, 1.27434, 1.27951, 1.28474, 1.29001, 1.29535, 1.30075, 1.30622, 1.31176, 1.31737, 1.32305, 1.32882, 1.33468, 1.34062, 1.34667, 1.35281, 1.35906, 1.36542, 1.3719, 1.3785, 1.38524, 1.39211, 1.39913, 1.4063, 1.41364, 1.42115, 1.42884, 1.43672, 1.4448, 1.45309, 1.46161, 1.47037, 1.47938, 1.48866, 1.49821, 1.50807, 1.51824, 1.52875, 1.53962, 1.55087, 1.56252, 1.5746, 1.58714, 1.60017, 1.61371, 1.62782, 1.64252, 1.65786, 1.67388, 1.69065, 1.7082, 1.7266, 1.74593, 1.76625, 1.78765, 1.81022, 1.83406, 1.85929, 1.88603, 1.91443, 1.94465, 1.97687, 2.0113, 2.04817, 2.08777, 2.1304, 2.17642, 2.22625, 2.28039, 2.3394, 2.40397, 2.47491, 2.55318, 2.63997, 2.73668, 2.84506, 2.96728, 3.10601, 3.26465, 3.44748, 3.66002, 3.90934, 4.20458, 4.55752, 4.98316, 5.49998, 6.1294, 6.89281, 7.80419, 8.85586, 10
1, 1.00532, 1.01064, 1.01596, 1.02129, 1.02661, 1.03193, 1.03725, 1.04257, 1.04789, 1.05322, 1.05854, 1.06386, 1.06918, 1.0745, 1.07983, 1.08515, 1.09048, 1.0958, 1.10113, 1.10646, 1.11179, 1.11712, 1.12246, 1.1278, 1.13314, 1.13848, 1.14383, 1.14919, 1.15455, 1.15991, 1.16528, 1.17066, 1.17605, 1.18145, 1.18685, 1.19227, 1.1977, 1.20314, 1.2086, 1.21407, 1.21955, 1.22506, 1.23058, 1.23612, 1.24169, 1.24728, 1.25289, 1.25853, 1.2642, 1.2699, 1.27563, 1.2814, 1.28721, 1.29305, 1.29894, 1.30487, 1.31085, 1.31688, 1.32296, 1.3291, 1.3353, 1.34156, 1.34789, 1.35429, 1.36076, 1.36731, 1.37395, 1.38067, 1.38748, 1.3944, 1.40141, 1.40854, 1.41578, 1.42313, 1.43062, 1.43824, 1.446, 1.45391, 1.46198, 1.47021, 1.47862, 1.48721, 1.49599, 1.50498, 1.51418, 1.52362, 1.53329, 1.54321, 1.55341, 1.56389, 1.57467, 1.58576, 1.59719, 1.60898, 1.62115, 1.63372, 1.64671, 1.66015, 1.67407, 1.68851, 1.70349, 1.71905, 1.73522, 1.75206, 1.76961, 1.78791, 1.80703, 1.82702, 1.84794, 1.86988, 1.8929, 1.91711, 1.94258, 1.96943, 1.99779, 2.02777, 2.05954, 2.09325, 2.1291, 2.16729, 2.20807, 2.25171, 2.29851, 2.34884, 2.4031, 2.46178, 2.52541, 2.59465, 2.67024, 2.7531, 2.84426, 2.94501, 3.05686, 3.18166, 3.32166, 3.47959, 3.65886, 3.86365, 4.09914, 4.37176, 4.68942, 5.06172, 5.49997, 6.0168, 6.62482, 7.33376, 8.14528, 9.04573, 10
1, 1.00621, 1.01242, 1.01863, 1.02483, 1.03104, 1.03725, 1.04346, 1.04967, 1.05588, 1.06208, 1.06829, 1.0745, 1.08071, 1.08692, 1.09313, 1.09934, 1.10555, 1.11177, 1.11798, 1.1242, 1.13041, 1.13664, 1.14286, 1.14909, 1.15532, 1.16155, 1.16779, 1.17404, 1.18029, 1.18655, 1.19281, 1.19909, 1.20537, 1.21166, 1.21797, 1.22429, 1.23062, 1.23696, 1.24332, 1.2497, 1.2561, 1.26252, 1.26896, 1.27542, 1.28191, 1.28843, 1.29497, 1.30155, 1.30816, 1.3148, 1.32148, 1.32821, 1.33497, 1.34179, 1.34865, 1.35556, 1.36253, 1.36956, 1.37664, 1.3838, 1.39102, 1.39832, 1.40569, 1.41314, 1.42069, 1.42832, 1.43605, 1.44388, 1.45182, 1.45987, 1.46804, 1.47634, 1.48477, 1.49333, 1.50205, 1.51092, 1.51996, 1.52917, 1.53855, 1.54814, 1.55792, 1.56792, 1.57814, 1.58859, 1.5993, 1.61027, 1.62152, 1.63307, 1.64492, 1.65711, 1.66964, 1.68253, 1.69582, 1.70952, 1.72365, 1.73825, 1.75334, 1.76895, 1.78512, 1.80187, 1.81925, 1.83731, 1.85607, 1.8756, 1.89594, 1.91715, 1.9393, 1.96245, 1.98668, 2.01207, 2.0387, 2.06669, 2.09613, 2.12715, 2.15988, 2.19448, 2.2311, 2.26994, 2.31121, 2.35513, 2.40199, 2.45207, 2.50573, 2.56335, 2.62538, 2.69234, 2.76483, 2.84353, 2.92926, 3.02297, 3.12576, 3.23894, 3.36409, 3.50306, 3.65809, 3.83185, 4.02756, 4.2491, 4.50112, 4.78913, 5.11962, 5.49996, 5.93822, 6.44242, 7.01932, 7.67213, 8.39743, 9.18178, 10
1, 1.0071, 1.01419, 1.02129, 1.02838, 1.03548, 1.04257, 1.04967, 1.05676, 1.06386, 1.07095, 1.07805, 1.08514, 1.09224, 1.09933, 1.10643, 1.11353, 1.12063, 1.12773, 1.13483, 1.14193, 1.14904, 1.15615, 1.16326, 1.17037, 1.17749, 1.18462, 1.19174, 1.19888, 1.20602, 1.21317, 1.22033, 1.2275, 1.23468, 1.24187, 1.24907, 1.25629, 1.26352, 1.27077, 1.27803, 1.28532, 1.29263, 1.29996, 1.30731, 1.31469, 1.3221, 1.32954, 1.33702, 1.34453, 1.35208, 1.35966, 1.36729, 1.37497, 1.3827, 1.39047, 1.39831, 1.4062, 1.41415, 1.42217, 1.43026, 1.43843, 1.44667, 1.455, 1.46341, 1.47192, 1.48052, 1.48923, 1.49805, 1.50698, 1.51604, 1.52522, 1.53454, 1.544, 1.55362, 1.56339, 1.57333, 1.58344, 1.59374, 1.60424, 1.61494, 1.62586, 1.63701, 1.6484, 1.66004, 1.67196, 1.68416, 1.69665, 1.70946, 1.72261, 1.73611, 1.74998, 1.76424, 1.77892, 1.79403, 1.80962, 1.8257, 1.8423, 1.85945, 1.8772, 1.89557, 1.91461, 1.93435, 1.95485, 1.97616, 1.99832, 2.0214, 2.04546, 2.07057, 2.09681, 2.12426, 2.15301, 2.18315, 2.21481, 2.2481, 2.28315, 2.32011, 2.35915, 2.40045, 2.44421, 2.49065, 2.54005, 2.59268, 2.64887, 2.70898, 2.77344, 2.84273, 2.91738, 2.99803, 3.08539, 3.18031, 3.28376, 3.39685, 3.52092, 3.6575, 3.80841, 3.97579, 4.16215, 4.37044, 4.60409, 4.8671, 5.16403, 5.49995, 5.8803, 6.31051, 6.79536, 7.33791, 7.93801, 8.59055, 9.28395, 10
1, 1.00798, 1.01596, 1.02395, 1.03193, 1.03991, 1.04789, 1.05588, 1.06386, 1.07184, 1.07982, 1.0878, 1.09578, 1.10377, 1.11175, 1.11973, 1.12772, 1.1357, 1.14369, 1.15168, 1.15967, 1.16766, 1.17565, 1.18365, 1.19166, 1.19966, 1.20767, 1.21569, 1.22372, 1.23175, 1.23979, 1.24784, 1.2559, 1.26397, 1.27206, 1.28016, 1.28827, 1.2964, 1.30455, 1.31272, 1.32092, 1.32913, 1.33737, 1.34564, 1.35394, 1.36227, 1.37063, 1.37903, 1.38747, 1.39595, 1.40448, 1.41306, 1.42168, 1.43036, 1.4391, 1.44791, 1.45677, 1.46571, 1.47472, 1.48381, 1.49298, 1.50224, 1.51159, 1.52104, 1.53059, 1.54025, 1.55003, 1.55993, 1.56996, 1.58013, 1.59044, 1.6009, 1.61152, 1.62231, 1.63327, 1.64442, 1.65577, 1.66733, 1.6791, 1.69111, 1.70335, 1.71586, 1.72863, 1.74168, 1.75504, 1.76871, 1.78272, 1.79707, 1.8118, 1.82692, 1.84245, 1.85842, 1.87486, 1.89178, 1.90922, 1.92722, 1.94579, 1.96498, 1.98482, 2.00536, 2.02663, 2.0487, 2.07159, 2.09538, 2.12012, 2.14588, 2.17272, 2.20072, 2.22996, 2.26054, 2.29254, 2.32609, 2.3613, 2.3983, 2.43724, 2.47827, 2.52157, 2.56733, 2.61578, 2.66715, 2.72173, 2.77981, 2.84173, 2.90789, 2.97871, 3.0547, 3.13642, 3.22451, 3.3197, 3.42284, 3.53489, 3.65697, 3.79037, 3.93657, 4.09729, 4.27452, 4.47053, 4.68794, 4.92971, 5.19917, 5.49994, 5.83586, 6.21078, 6.62816, 7.09059, 7.59894, 8.15146, 8.7428, 9.36346, 10
