1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5.5
1, 1.00203, 1.00406, 1.00609, 1.00812, 1.01015, 1.01218, 1.01421, 1.01624, 1.01827, 1.0203, 1.02233, 1.02436, 1.02639, 1.02842, 1.03045, 1.03248, 1.03451, 1.03655, 1.03859, 1.04063, 1.04267, 1.04471, 1.04676, 1.04882, 1.05088, 1.05295, 1.05503, 1.05712, 1.05921, 1.06132, 1.06344, 1.06557, 1.06773, 1.06989, 1.07208, 1.07429, 1.07653, 1.07879, 1.08107, 1.08339, 1.08575, 1.08814, 1.09057, 1.09304, 1.09557, 1.09814, 1.10078, 1.10347, 1.10623, 1.10906, 1.11197, 1.11496, 1.11805, 1.12124, 1.12453, 1.12794, 1.13148, 1.13515, 1.13897, 1.14296, 1.14713, 1.15148, 1.15605, 1.16086, 1.16591, 1.17124, 1.17688, 1.18285, 1.1892, 1.19596, 1.20318, 1.21091, 1.21921, 1.22815, 1.23782, 1.24831, 1.25974, 1.27223, 1.28595, 1.30111, 1.31793, 1.33671, 1.35783, 1.38175, 1.40907, 1.44058, 1.47733, 1.52076, 1.57285, 1.63649, 1.71602, 1.8182, 1.95425, 2.14413, 2.42645, 2.8845, 3.72113, 5.5, 10
1, 1.00406, 1.00812, 1.01218, 1.01624, 1.0203, 1.02436, 1.02842, 1.03248, 1.03654, 1.0406, 1.04466, 1.04872, 1.05277, 1.05683, 1.0609, 1.06496, 1.06902, 1.07309, 1.07717, 1.08125, 1.08533, 1.08942, 1.09352, 1.09763, 1.10176, 1.10589, 1.11005, 1.11422, 1.11841, 1.12262, 1.12686, 1.13113, 1.13543, 1.13977, 1.14414, 1.14856, 1.15302, 1.15754, 1.16211, 1.16675, 1.17145, 1.17623, 1.18109, 1.18604, 1.19108, 1.19623, 1.20149, 1.20687, 1.21238, 1.21804, 1.22385, 1.22984, 1.236, 1.24236, 1.24894, 1.25575, 1.26281, 1.27015, 1.27779, 1.28575, 1.29406, 1.30276, 1.31188, 1.32146, 1.33154, 1.34218, 1.35342, 1.36533, 1.37799, 1.39146, 1.40584, 1.42124, 1.43778, 1.45558, 1.47482, 1.49569, 1.5184, 1.54322, 1.57048, 1.60054, 1.63389, 1.67109, 1.71285, 1.76009, 1.81395, 1.87592, 1.948, 2.03284, 2.13414, 2.25711, 2.40939, 2.60252, 2.85469, 3.19579, 3.67719, 4.39042, 5.5, 7.27887, 10
1, 1.00609, 1.01218, 1.01827, 1.02436, 1.03045, 1.03654, 1.04263, 1.04872, 1.05481, 1.0609, 1.06698, 1.07307, 1.07916, 1.08525, 1.09134, 1.09743, 1.10353, 1.10963, 1.11574, 1.12186, 1.12798, 1.13412, 1.14027, 1.14643, 1.15261, 1.15882, 1.16504, 1.1713, 1.17758, 1.1839, 1.19025, 1.19665, 1.2031, 1.2096, 1.21615, 1.22277, 1.22946, 1.23623, 1.24309, 1.25003, 1.25708, 1.26424, 1.27152, 1.27893, 1.28649, 1.2942, 1.30207, 1.31013, 1.31839, 1.32686, 1.33557, 1.34452, 1.35375, 1.36327, 1.37311, 1.38331, 1.39387, 1.40485, 1.41627, 1.42817, 1.4406, 1.45361, 1.46724, 1.48155, 1.49661, 1.5125, 1.52929, 1.54707, 1.56595, 1.58605, 1.6075, 1.63044, 1.65507, 1.68158, 1.7102, 1.74122, 1.77495, 1.81179, 1.85219, 1.8967, 1.946, 2.00089, 2.06241, 2.13181, 2.2107, 2.30117, 2.4059, 2.52848, 2.67376, 2.84842, 3.0619, 3.32781, 3.6662, 4.10716, 4.69609, 5.5, 6.60958, 8.1155, 10
1, 1.00812, 1.01624, 1.02436, 1.03248, 1.0406, 1.04872, 1.05684, 1.06496, 1.07307, 1.08119, 1.0893, 1.09742, 1.10553, 1.11365, 1.12177, 1.1299, 1.13802, 1.14616, 1.1543, 1.16245, 1.17062, 1.17879, 1.18699, 1.1952, 1.20344, 1.21171, 1.22001, 1.22834, 1.23671, 1.24513, 1.25359, 1.26212, 1.2707, 1.27936, 1.28809, 1.29691, 1.30582, 1.31484, 1.32396, 1.33321, 1.3426, 1.35213, 1.36182, 1.37168, 1.38173, 1.39199, 1.40247, 1.41319, 1.42418, 1.43545, 1.44702, 1.45893, 1.4712, 1.48386, 1.49694, 1.51048, 1.52452, 1.5391, 1.55427, 1.57007, 1.58657, 1.60383, 1.62191, 1.6409, 1.66087, 1.68192, 1.70416, 1.72771, 1.7527, 1.77929, 1.80764, 1.83796, 1.87048, 1.90545, 1.94318, 1.98403, 2.0284, 2.0768, 2.12979, 2.18808, 2.2525, 2.32408, 2.40407, 2.49403, 2.5959, 2.71215, 2.84595, 3.00142, 3.18399, 3.40091, 3.66199, 3.98061, 4.37514, 4.87058, 5.5, 6.30391, 7.32281, 8.57355, 10
1, 1.01015, 1.0203, 1.03045, 1.0406, 1.05075, 1.0609, 1.07105, 1.08119, 1.09134, 1.10148, 1.11162, 1.12176, 1.13191, 1.14205, 1.1522, 1.16235, 1.17251, 1.18267, 1.19284, 1.20303, 1.21323, 1.22345, 1.23368, 1.24395, 1.25424, 1.26456, 1.27493, 1.28533, 1.29579, 1.3063, 1.31687, 1.32751, 1.33823, 1.34904, 1.35994, 1.37095, 1.38207, 1.39332, 1.4047, 1.41625, 1.42795, 1.43984, 1.45193, 1.46423, 1.47677, 1.48956, 1.50262, 1.51599, 1.52968, 1.54372, 1.55814, 1.57297, 1.58825, 1.60401, 1.6203, 1.63715, 1.65462, 1.67276, 1.69162, 1.71127, 1.73178, 1.75322, 1.77568, 1.79925, 1.82403, 1.85015, 1.87772, 1.9069, 1.93785, 1.97076, 2.00582, 2.04329, 2.08343, 2.12656, 2.17305, 2.22331, 2.27783, 2.3372, 2.40209, 2.47332, 2.55185, 2.63886, 2.73578, 2.84434, 2.96671, 3.10557, 3.26432, 3.44725, 3.65987, 3.90924, 4.20453, 4.55751, 4.98316, 5.5, 6.12942, 6.89284, 7.80421, 8.85587, 10
1, 1.01218, 1.02436, 1.03654, 1.04872, 1.0609, 1.07308, 1.08525, 1.09742, 1.1096, 1.12176, 1.13393, 1.1461, 1.15827, 1.17044, 1.18261, 1.19479, 1.20697, 1.21916, 1.23137, 1.24358, 1.25581, 1.26807, 1.28035, 1.29265, 1.30499, 1.31737, 1.32979, 1.34227, 1.3548, 1.3674, 1.38007, 1.39282, 1.40567, 1.41861, 1.43167, 1.44486, 1.45818, 1.47165, 1.48529, 1.4991, 1.51312, 1.52735, 1.54182, 1.55654, 1.57154, 1.58684, 1.60247, 1.61845, 1.63482, 1.6516, 1.66884, 1.68656, 1.70481, 1.72364, 1.74308, 1.7632, 1.78405, 1.80569, 1.82818, 1.85161, 1.87605, 1.90159, 1.92833, 1.95638, 1.98587, 2.01691, 2.04968, 2.08433, 2.12105, 2.16006, 2.2016, 2.24594, 2.29339, 2.34432, 2.39914, 2.45832, 2.52242, 2.59208, 2.66806, 2.75125, 2.84272, 2.94374, 3.05583, 3.18084, 3.32102, 3.47911, 3.65851, 3.86341, 4.09898, 4.37167, 4.68938, 5.06172, 5.5, 6.01684, 6.62486, 7.3338, 8.14531, 9.04575, 10
1, 1.01421, 1.02842, 1.04263, 1.05684, 1.07105, 1.08525, 1.09945, 1.11365, 1.12785, 1.14205, 1.15624, 1.17043, 1.18462, 1.19882, 1.21301, 1.22721, 1.24142, 1.25564, 1.26987, 1.28411, 1.29837, 1.31265, 1.32697, 1.34131, 1.35569, 1.37012, 1.3846, 1.39913, 1.41373, 1.42841, 1.44317, 1.45802, 1.47298, 1.48806, 1.50327, 1.51862, 1.53412, 1.5498, 1.56567, 1.58175, 1.59806, 1.61461, 1.63144, 1.64856, 1.66599, 1.68378, 1.70194, 1.72051, 1.73953, 1.75902, 1.77903, 1.79961, 1.82079, 1.84263, 1.86519, 1.88852, 1.91268, 1.93775, 1.96381, 1.99093, 2.01921, 2.04875, 2.07967, 2.11208, 2.14613, 2.18196, 2.21974, 2.25967, 2.30195, 2.34683, 2.39456, 2.44547, 2.49988, 2.5582, 2.62087, 2.68842, 2.76144, 2.84063, 2.92681, 3.0209, 3.12404, 3.23754, 3.36297, 3.50218, 3.65742, 3.83135, 4.02721, 4.24887, 4.50099, 4.78907, 5.11961, 5.5, 5.93828, 6.44249, 7.01939, 7.67219, 8.39748, 9.1818, 10
1, 1.01624, 1.03248, 1.04872, 1.06496, 1.08119, 1.09742, 1.11365, 1.12988, 1.1461, 1.16232, 1.17854, 1.19475, 1.21097, 1.22718, 1.2434, 1.25962, 1.27585, 1.29209, 1.30834, 1.3246, 1.34089, 1.3572, 1.37354, 1.38992, 1.40634, 1.4228, 1.43933, 1.45592, 1.47258, 1.48932, 1.50616, 1.52311, 1.54017, 1.55736, 1.5747, 1.5922, 1.60988, 1.62775, 1.64584, 1.66416, 1.68273, 1.70159, 1.72075, 1.74024, 1.76009, 1.78033, 1.801, 1.82213, 1.84375, 1.86591, 1.88866, 1.91204, 1.9361, 1.96091, 1.98651, 2.01298, 2.0404, 2.06882, 2.09835, 2.12908, 2.1611, 2.19454, 2.22951, 2.26614, 2.3046, 2.34505, 2.38766, 2.43266, 2.48026, 2.53073, 2.58436, 2.64148, 2.70246, 2.76771, 2.83772, 2.91304, 2.99429, 3.08221, 3.17763, 3.28152, 3.39501, 3.51942, 3.65631, 3.8075, 3.97511, 4.16166, 4.37011, 4.6039, 4.86701, 5.16402, 5.5, 5.88039, 6.31062, 6.79547, 7.33801, 7.9381, 8.59061, 9.28398, 10
1, 1.01827, 1.03654, 1.05481, 1.07307, 1.09134, 1.1096, 1.12785, 1.1461, 1.16435, 1.18259, 1.20083, 1.21907, 1.2373, 1.25554, 1.27377, 1.29201, 1.31026, 1.32851, 1.34678, 1.36507, 1.38337, 1.4017, 1.42007, 1.43847, 1.45692, 1.47542, 1.49398, 1.51261, 1.53132, 1.55013, 1.56903, 1.58806, 1.60721, 1.62651, 1.64596, 1.6656, 1.68543, 1.70547, 1.72575, 1.74629, 1.76712, 1.78825, 1.80972, 1.83155, 1.85378, 1.87645, 1.89958, 1.92323, 1.94742, 1.97221, 1.99764, 2.02378, 2.05066, 2.07837, 2.10696, 2.1365, 2.16708, 2.19879, 2.2317, 2.26593, 2.30158, 2.33878, 2.37767, 2.41838, 2.46108, 2.50596, 2.5532, 2.60303, 2.6557, 2.71148, 2.77067, 2.83364, 2.90075, 2.97246, 3.04926, 3.13172, 3.22048, 3.31629, 3.41998, 3.53252, 3.65504, 3.78883, 3.93537, 4.09638, 4.27386, 4.47008, 4.68767, 4.92958, 5.19915, 5.5, 5.83598, 6.21093, 6.62833, 7.09076, 7.59909, 8.15158, 8.74289, 9.36351, 10
